Aaliyah,"Brian McKnight","Miss You","Back At One",0.13718
Aaliyah,"Ray J","Miss You","One Wish",0.134959
Aaliyah,Ginuwine,"Miss You","In Those Jeans",0.12744
Aaliyah,"J. Holiday","Miss You",Bed,0.11572
Aaliyah,"Donell Jones","Miss You","Where I Wanna Be",0.110335
Aaliyah,Tyrese,"Miss You","Sweet Lady",0.109822
Aaliyah,"Jennifer Lopez","Miss You","If You Had My Love",0.109818
Aaliyah,"Sunshine Anderson","Miss You","Heard It All Before",0.0971003
Aaliyah,Brownstone,"Miss You","If You Love Me",0.0920506
Aaliyah,112,"Miss You","U Already Know",0.0900152
Aaliyah,"Jon B.","Miss You","They Don't Know",0.0876193
Aaliyah,Avant,"Miss You",Separated,0.0853616
Aaliyah,"Soul For Real","Miss You","Candy Rain",0.0613558
Aaliyah,"New Edition","Miss You","I'm Still In Love With You",0.0529583
Aaliyah,"Montell Jordan","Miss You","This Is How We Do It",0.0523224
Aaliyah,"Luther Vandross","Miss You","Here And Now",0.0396021
"Ace Of Base","Ace Of Base","All That She Wants","The Sign",1.0
"Ace Of Base","Ace Of Base","The Sign","Don't Turn Around",1.0
"Ace Of Base","Ace Of Base","All That She Wants","The Sign",1.0
"Ace Of Base","Ace Of Base","Don't Turn Around","The Sign",0.972195
"Ace Of Base","Ace Of Base","All That She Wants","Don't Turn Around",0.964135
"Ace Of Base","Ace Of Base","All That She Wants","Don't Turn Around",0.964135
"Ace Of Base","Ace Of Base","The Sign","All That She Wants",0.915738
"Ace Of Base","Ace Of Base","The Sign","All That She Wants",0.915738
"Ace Of Base","Ace Of Base","Beautiful Life","Don't Turn Around",0.887437
"Ace Of Base",Haddaway,"All That She Wants","What Is Love",0.298631
"Ace Of Base",Haddaway,"All That She Wants","What Is Love",0.298631
"Ace Of Base",Haddaway,"All That She Wants","What Is Love",0.298631
"Ace Of Base",Haddaway,"All That She Wants","What Is Love",0.298631
"Ace Of Base",Haddaway,"Beautiful Life","What Is Love",0.294514
"Ace Of Base",Haddaway,"Beautiful Life","What Is Love",0.294514
"Ace Of Base",Haddaway,"The Sign","What Is Love",0.177314
"Ace Of Base",Haddaway,"The Sign","What Is Love",0.177314
"Ace Of Base","Mr. President","Beautiful Life","Coco Jamboo",0.17519
"Ace Of Base",Technotronic,"Beautiful Life","Pump Up The Jam",0.153584
"Ace Of Base",Roxette,"All That She Wants","The Look",0.138281
"Ace Of Base",Roxette,"All That She Wants","The Look",0.138281
"Ace Of Base","Alice Deejay","Beautiful Life","Better Off Alone",0.136935
"Ace Of Base","Mr. President","All That She Wants","Coco Jamboo",0.12542
"Ace Of Base","Mr. President","All That She Wants","Coco Jamboo",0.12542
"Ace Of Base",Haddaway,"Don't Turn Around","What Is Love",0.124609
"Ace Of Base",Haddaway,"Don't Turn Around","What Is Love",0.124609
"Ace Of Base",Technotronic,"All That She Wants","Pump Up The Jam",0.115686
"Ace Of Base",Technotronic,"All That She Wants","Pump Up The Jam",0.115686
"Ace Of Base","All Saints","All That She Wants","Never Ever",0.10525
"Ace Of Base","All Saints","All That She Wants","Never Ever",0.10525
"Ace Of Base","Savage Garden","The Sign","Truly Madly Deeply",0.101444
"Ace Of Base","Mr. President","The Sign","Coco Jamboo",0.10021
"Ace Of Base","Savage Garden","All That She Wants","Truly Madly Deeply",0.0948234
"Ace Of Base","Savage Garden","All That She Wants","Truly Madly Deeply",0.0948234
"Ace Of Base","Janet Jackson","Beautiful Life",If,0.0945946
"Ace Of Base","All Saints","The Sign","Never Ever",0.0930186
"Ace Of Base",Technotronic,"The Sign","Pump Up The Jam",0.0915505
"Ace Of Base","Mr. President","Don't Turn Around","Coco Jamboo",0.0891831
"Ace Of Base","Paula Abdul","The Sign","The Promise Of A New Day",0.0842993
"Ace Of Base","Savage Garden","Beautiful Life","Truly Madly Deeply",0.0816158
"Ace Of Base","Jennifer Lopez","All That She Wants","If You Had My Love",0.0772951
"Ace Of Base","Jennifer Lopez","All That She Wants","If You Had My Love",0.0772951
"Ace Of Base","Paula Abdul","Don't Turn Around","The Promise Of A New Day",0.0750208
"Ace Of Base","Paula Abdul","All That She Wants","Straight Up",0.0706347
"Ace Of Base","Paula Abdul","All That She Wants","Straight Up",0.0706347
"Ace Of Base",Technotronic,"Don't Turn Around","Pump Up The Jam",0.0704001
"Ace Of Base","Alice Deejay","All That She Wants","Better Off Alone",0.0678587
"Ace Of Base","Alice Deejay","All That She Wants","Better Off Alone",0.0678587
"Ace Of Base","All Saints","Beautiful Life","Never Ever",0.0659259
"Ace Of Base","Jennifer Lopez","The Sign","If You Had My Love",0.064105
"Ace Of Base","Alice Deejay","The Sign","Better Off Alone",0.0554625
"Ace Of Base","Jennifer Lopez","Don't Turn Around","If You Had My Love",0.051588
"Ace Of Base","All Saints","Don't Turn Around","Never Ever",0.0479626
"Ace Of Base","Shania Twain","The Sign","Man! I Feel Like A Woman!",0.045665
"Ace Of Base","Alice Deejay","Don't Turn Around","Better Off Alone",0.0419347
"Ace Of Base","Rick Astley","The Sign","Cry For Help",0.0338051
"Ace Of Base","Belinda Carlisle","Beautiful Life","Heaven Is A Place On Earth",0.00427749
"Ace Of Base","Belinda Carlisle","The Sign","Heaven Is A Place On Earth",0.00354899
"Ace Of Base","Belinda Carlisle","All That She Wants","Heaven Is A Place On Earth",0.00350014
"Ace Of Base","Belinda Carlisle","All That She Wants","Heaven Is A Place On Earth",0.00350014
"Ace Of Base","Laura Branigan","All That She Wants","Self Control",0.00266414
"Ace Of Base","Laura Branigan","All That She Wants","Self Control",0.00266414
"Ace Of Base",Enigma,"Don't Turn Around","Return To Innocence",0.00202559
"Ace Of Base","Mellow Man Ace","Don't Turn Around",Mentirosa,0.00165017
"Ace Of Base",EMF,"Don't Turn Around",Unbelievable,0.00164909
"Ace Of Base","Belinda Carlisle","Don't Turn Around","Heaven Is A Place On Earth",0.00160686
Aerosmith,"Guns N' Roses",Jaded,"November Rain",0.235942
Aerosmith,"Bon Jovi",Jaded,Always,0.221368
Aerosmith,"Bon Jovi",Jaded,Always,0.221368
Aerosmith,"Deep Purple",Jaded,"Smoke On The Water",0.168192
Aerosmith,"Van Halen",Jaded,Jump,0.167588
Aerosmith,Kiss,Jaded,Forever,0.162821
Aerosmith,Heart,Jaded,Barracuda,0.0909687
Aerosmith,Foreigner,Jaded,"Hot Blooded",0.0791581
Aerosmith,"Billy Joel",Jaded,"We Didn't Start The Fire",0.0607785
Aerosmith,"Pearl Jam",Jaded,"Last Kiss",0.00552798
Aerosmith,"Lenny Kravitz",Jaded,Again,0.00373484
Aerosmith,"Lenny Kravitz",Jaded,"Fly Away",0.00368665
"After The Fire",Kajagoogoo,"Der Kommissar","Too Shy",0.839575
"After The Fire","Corey Hart","Der Kommissar","Sunglasses At Night",0.664927
"After The Fire","Go-Go's","Der Kommissar","We Got The Beat",0.630005
"After The Fire","Toni Basil","Der Kommissar",Mickey,0.629051
"After The Fire","Go-Go's","Der Kommissar","Our Lips Are Sealed",0.604224
"After The Fire","Johnny Hates Jazz","Der Kommissar","Shattered Dreams",0.507218
"After The Fire","Murray Head","Der Kommissar","One Night In Bangkok",0.479714
"After The Fire","Howard Jones","Der Kommissar","No One Is To Blame",0.461074
"After The Fire","Culture Club","Der Kommissar","Church Of The Poison Mind",0.439959
"After The Fire","Robbie Nevil","Der Kommissar","C'est La Vie",0.412828
"After The Fire","Laura Branigan","Der Kommissar","Self Control",0.40488
"After The Fire","Rick Springfield","Der Kommissar","Jessie's Girl",0.352905
"After The Fire","Taylor Dayne","Der Kommissar","Tell It To My Heart",0.324185
"After The Fire","Night Ranger","Der Kommissar","Sister Christian",0.316318
"After The Fire","Paula Abdul","Der Kommissar","Straight Up",0.271333
"After The Fire","Billy Squier","Der Kommissar","The Stroke",0.261884
"After The Fire","Ready For The World","Der Kommissar","Oh Sheila",0.261204
"After The Fire","Milli Vanilli","Der Kommissar","Blame It On The Rain",0.246131
"After The Fire","Milli Vanilli","Der Kommissar","Blame It On The Rain",0.246131
"After The Fire","Sheena Easton","Der Kommissar","Sugar Walls",0.237372
"After The Fire","Miami Sound Machine","Der Kommissar",Conga,0.215639
"After The Fire","Jody Watley","Der Kommissar","Looking For A New Love",0.211381
"After The Fire","Breakfast Club","Der Kommissar","Right On Track",0.185577
"After The Fire","Robbie Dupree","Der Kommissar","Steal Away",0.1729
"Air Supply","Air Supply","Here I Am","Every Woman In The World",1.0
"Air Supply","Dan Fogelberg","Here I Am",Longer,0.267019
"Air Supply",Bread,"Here I Am","Make It With You",0.249991
"Air Supply",Heart,"Making Love Out Of Nothing At All",Alone,0.248012
"Air Supply",Foreigner,"Making Love Out Of Nothing At All","I Want To Know What Love Is",0.228242
"Air Supply",Foreigner,"Making Love Out Of Nothing At All","Waiting For A Girl Like You",0.223766
"Air Supply",Breathe,"Here I Am","Hands To Heaven",0.216618
"Air Supply","Michael Bolton","Making Love Out Of Nothing At All","How Am I Supposed To Live Without You",0.202597
"Air Supply",Styx,"Making Love Out Of Nothing At All",Babe,0.197428
"Air Supply","Barry Manilow","Making Love Out Of Nothing At All",Mandy,0.192701
"Air Supply",Breathe,"Making Love Out Of Nothing At All","Hands To Heaven",0.187189
"Air Supply",Bread,"Making Love Out Of Nothing At All",If,0.184981
"Air Supply","Rick Springfield","Making Love Out Of Nothing At All","Jessie's Girl",0.183704
"Air Supply","Leo Sayer","Making Love Out Of Nothing At All","More Than I Can Say",0.17601
"Air Supply","Eric Carmen","Making Love Out Of Nothing At All","All By Myself",0.170171
"Air Supply",Survivor,"Here I Am","The Search Is Over",0.1657
"Air Supply",Survivor,"Making Love Out Of Nothing At All","The Search Is Over",0.161635
"Air Supply",Bread,"Making Love Out Of Nothing At All","Make It With You",0.158531
"Air Supply","Belinda Carlisle","Making Love Out Of Nothing At All","Heaven Is A Place On Earth",0.157138
"Air Supply","Pat Benatar","Making Love Out Of Nothing At All","We Belong",0.146108
"Air Supply","Bad English","Making Love Out Of Nothing At All","When I See You Smile",0.14535
"Air Supply","Leo Sayer","Here I Am","More Than I Can Say",0.144672
"Air Supply",Foreigner,"Here I Am","Waiting For A Girl Like You",0.143398
"Air Supply",Survivor,"Making Love Out Of Nothing At All","Eye Of The Tiger",0.142269
"Air Supply","Huey Lewis and The News","Making Love Out Of Nothing At All","Do You Believe In Love",0.138245
"Air Supply","Cutting Crew","Making Love Out Of Nothing At All","I've Been In Love Before",0.136186
"Air Supply","Leo Sayer","Every Woman In The World","More Than I Can Say",0.135703
"Air Supply",Styx,"Here I Am",Babe,0.134151
"Air Supply","Little River Band","Here I Am","Cool Change",0.129186
"Air Supply",Styx,"Every Woman In The World",Babe,0.127767
"Air Supply","Atlantic Starr","Making Love Out Of Nothing At All",Always,0.127454
"Air Supply","Dan Fogelberg","Making Love Out Of Nothing At All",Longer,0.12594
"Air Supply","Barry Manilow","Here I Am",Mandy,0.124263
"Air Supply","Pat Benatar","Making Love Out Of Nothing At All","Love Is A Battlefield",0.124065
"Air Supply","Michael Bolton","Here I Am","How Am I Supposed To Live Without You",0.124012
"Air Supply","REO Speedwagon","Every Woman In The World","Take It On The Run",0.123168
"Air Supply","Rick Springfield","Making Love Out Of Nothing At All","Love Somebody",0.122499
"Air Supply","Barry Manilow","Every Woman In The World",Mandy,0.119112
"Air Supply",Bread,"Every Woman In The World","Make It With You",0.117809
"Air Supply","Atlantic Starr","Here I Am",Always,0.117321
"Air Supply","Kenny Loggins","Making Love Out Of Nothing At All","Meet Me Half Way",0.115932
"Air Supply","Night Ranger","Making Love Out Of Nothing At All","Sentimental Street",0.114953
"Air Supply","Atlantic Starr","Every Woman In The World",Always,0.105979
"Air Supply",Survivor,"Every Woman In The World","The Search Is Over",0.105236
"Air Supply",Foreigner,"Here I Am","I Want To Know What Love Is",0.105192
"Air Supply","Johnny Hates Jazz","Making Love Out Of Nothing At All","Shattered Dreams",0.101156
"Air Supply","Laura Branigan","Making Love Out Of Nothing At All","Self Control",0.100345
"Air Supply",Foreigner,"Every Woman In The World","Waiting For A Girl Like You",0.100277
"Air Supply","Eric Carmen","Every Woman In The World","All By Myself",0.0991194
"Air Supply","Michael Bolton","Every Woman In The World","How Am I Supposed To Live Without You",0.0980447
"Air Supply","Kenny Loggins","Here I Am","Meet Me Half Way",0.0955047
"Air Supply","Robbie Dupree","Here I Am","Steal Away",0.0952626
"Air Supply","Taylor Dayne","Making Love Out Of Nothing At All","Love Will Lead You Back",0.0952483
"Air Supply","Rick Springfield","Every Woman In The World","Jessie's Girl",0.0944371
"Air Supply","Eric Carmen","Here I Am","All By Myself",0.0943863
"Air Supply","Dan Fogelberg","Every Woman In The World",Longer,0.0942
"Air Supply",Heart,"Here I Am",Alone,0.0913804
"Air Supply","Richard Marx","Every Woman In The World","Don't Mean Nothing",0.0878689
"Air Supply",Firehouse,"Making Love Out Of Nothing At All","I Live My Life For You",0.0864614
"Air Supply","Bad English","Every Woman In The World","When I See You Smile",0.0842974
"Air Supply","Don Henley","Every Woman In The World","All She Wants To Do Is Dance",0.0824945
"Air Supply","Night Ranger","Here I Am","Sentimental Street",0.0820682
"Air Supply","Kim Carnes","Making Love Out Of Nothing At All","More Love",0.081218
"Air Supply",Heart,"Every Woman In The World",Alone,0.080981
"Air Supply",Foreigner,"Every Woman In The World","I Want To Know What Love Is",0.0798337
"Air Supply","Little River Band","Every Woman In The World","Cool Change",0.0794358
"Air Supply","Huey Lewis and The News","Every Woman In The World","Do You Believe In Love",0.079422
"Air Supply","Rick Springfield","Here I Am","Jessie's Girl",0.0790743
"Air Supply",Styx,"Every Woman In The World","The Best Of Times",0.0778179
"Air Supply",Breathe,"Every Woman In The World","Hands To Heaven",0.0778066
"Air Supply",Survivor,"Here I Am","I Can't Hold Back",0.0766101
"Air Supply","Little River Band","Making Love Out Of Nothing At All","Cool Change",0.0756735
"Air Supply","Cutting Crew","Here I Am","I've Been In Love Before",0.0741057
"Air Supply",Survivor,"Every Woman In The World","I Can't Hold Back",0.0738608
"Air Supply","Belinda Carlisle","Every Woman In The World","Heaven Is A Place On Earth",0.0725666
"Air Supply","Kenny Loggins","Every Woman In The World","Meet Me Half Way",0.0707788
"Air Supply","Huey Lewis and The News","Here I Am","Do You Believe In Love",0.070068
"Air Supply","Pat Benatar","Every Woman In The World","Love Is A Battlefield",0.0695127
"Air Supply","Johnny Hates Jazz","Every Woman In The World","Shattered Dreams",0.0691478
"Air Supply","Milli Vanilli","Making Love Out Of Nothing At All","Girl I'm Gonna Miss You",0.0682097
"Air Supply","Laura Branigan","Every Woman In The World","Self Control",0.0673543
"Air Supply","Night Ranger","Every Woman In The World","Sentimental Street",0.0663207
"Air Supply","Taylor Dayne","Every Woman In The World","Love Will Lead You Back",0.0642589
"Air Supply","Pat Benatar","Here I Am","We Belong",0.0632967
"Air Supply","Cutting Crew","Every Woman In The World","I've Been In Love Before",0.0631466
"Air Supply","Robbie Dupree","Making Love Out Of Nothing At All","Steal Away",0.063016
"Air Supply","Huey Lewis and The News","Here I Am","Stuck With You",0.0620937
"Air Supply","Rick Astley","Every Woman In The World","Cry For Help",0.0537094
"Air Supply","Culture Club","Every Woman In The World","Do You Really Want To Hurt Me",0.0531385
"Air Supply","Taylor Dayne","Every Woman In The World","Tell It To My Heart",0.0523941
"Air Supply","Night Ranger","Every Woman In The World","Sister Christian",0.0482683
"Air Supply","Belinda Carlisle","Here I Am","Heaven Is A Place On Earth",0.0474629
"Air Supply","Johnny Hates Jazz","Here I Am","Shattered Dreams",0.0471335
"Air Supply","Robbie Dupree","Every Woman In The World","Steal Away",0.0460175
"Air Supply","Corey Hart","Every Woman In The World","Sunglasses At Night",0.0420339
"Air Supply","Miami Sound Machine","Here I Am","Words Get In The Way",0.0405877
"Air Supply","Paula Abdul","Every Woman In The World","Straight Up",0.0328437
"Air Supply","Miami Sound Machine","Every Woman In The World","Words Get In The Way",0.0303369
"Air Supply","Paula Abdul","Every Woman In The World","Forever Your Girl",0.0301224
"Air Supply","Milli Vanilli","Every Woman In The World","Blame It On The Rain",0.0296115
"Air Supply","Milli Vanilli","Every Woman In The World","Blame It On The Rain",0.0296115
"Air Supply","Miami Sound Machine","Every Woman In The World",Conga,0.0278119
"Air Supply","Taylor Dayne","Here I Am","Love Will Lead You Back",0.00424034
"Air Supply","Kenny Rogers","Here I Am","Through The Years",0.00418041
"Air Supply","Bad English","Here I Am","When I See You Smile",0.00407158
"Air Supply",Firehouse,"Here I Am","I Live My Life For You",0.00389245
"Air Supply","Bruce Hornsby and The Range","Making Love Out Of Nothing At All","Mandolin Rain",0.00313353
"Air Supply","Atlantic Starr","Here I Am",Masterpiece,0.00229175
"Air Supply",Carpenters,"Every Woman In The World","Rainy Days And Mondays",0.00191906
"Air Supply","Bruce Hornsby and The Range","Every Woman In The World","Mandolin Rain",0.0017111
"Air Supply",Commodores,"Every Woman In The World","Three Times A Lady",0.00153257
"Al Green","Al Green","Tired Of Being Alone","I'm Still In Love With You",1.0
"Al Green","Al Green","Let's Stay Together","Tired Of Being Alone",1.0
"Al Green","Al Green","I'm Still In Love With You","Look What You Done For Me",1.0
"Al Green","Al Green","Let's Stay Together","I'm Still In Love With You",0.932288
"Al Green","Al Green","Tired Of Being Alone","Look What You Done For Me",0.907878
"Al Green","Marvin Gaye","Let's Stay Together","Let's Get It On",0.401886
"Al Green","Bill Withers","Let's Stay Together","Ain't No Sunshine",0.332873
"Al Green","Stevie Wonder","Let's Stay Together",Superstition,0.270554
"Al Green","Bill Withers","Let's Stay Together","Lean On Me",0.261813
"Al Green","Percy Sledge","Let's Stay Together","When A Man Loves A Woman",0.216473
"Al Green","Marvin Gaye","Tired Of Being Alone","Let's Get It On",0.201209
"Al Green","Bill Withers","Tired Of Being Alone","Ain't No Sunshine",0.180974
"Al Green","Stevie Wonder","Tired Of Being Alone","Higher Ground",0.159054
"Al Green","Bobby Womack","Let's Stay Together","Lookin' For A Love",0.142806
"Al Green","Percy Sledge","Tired Of Being Alone","When A Man Loves A Woman",0.13937
"Al Green","Bill Withers","I'm Still In Love With You","Ain't No Sunshine",0.118571
"Al Green","Lauryn Hill","Let's Stay Together",Ex-Factor,0.116758
"Al Green",Commodores,"Let's Stay Together","Three Times A Lady",0.114219
"Al Green",Supremes,"Let's Stay Together","Baby Love",0.112693
"Al Green","Billy Preston","Let's Stay Together","Nothing From Nothing",0.111501
"Al Green","Dionne Warwick","Let's Stay Together","Walk On By",0.107447
"Al Green",Supremes,"Tired Of Being Alone","Baby Love",0.0991963
"Al Green","Bobby Womack","Tired Of Being Alone","Lookin' For A Love",0.097391
"Al Green","Billy Preston","Let's Stay Together","Will It Go Round In Circles",0.0896194
"Al Green","Anita Baker","Let's Stay Together","Sweet Love",0.083113
"Al Green",Commodores,"Tired Of Being Alone","Three Times A Lady",0.0828029
"Al Green","Jimmy Ruffin","Tired Of Being Alone","What Becomes Of The Brokenhearted",0.0801955
"Al Green","Mary Wells","Let's Stay Together","My Guy",0.0796853
"Al Green","Billy Preston","Tired Of Being Alone","Nothing From Nothing",0.0787024
"Al Green","Jimmy Ruffin","Let's Stay Together","What Becomes Of The Brokenhearted",0.0782617
"Al Green","Lauryn Hill","Tired Of Being Alone",Ex-Factor,0.0753883
"Al Green","Kool and The Gang","Tired Of Being Alone","Too Hot",0.0724968
"Al Green","Mary Wells","Tired Of Being Alone","My Guy",0.0709141
"Al Green","Lou Rawls","Let's Stay Together","You'll Never Find Another Love Like Mine",0.0691658
"Al Green","Rufus Thomas","Tired Of Being Alone","Walking The Dog",0.0691605
"Al Green","Rufus Thomas","Let's Stay Together","Walking The Dog",0.0690746
"Al Green","Lou Rawls","Tired Of Being Alone","You'll Never Find Another Love Like Mine",0.065264
"Al Green","Edwin Starr","Tired Of Being Alone","Twenty-five Miles",0.0638774
"Al Green","Average White Band","Let's Stay Together","Pick Up The Pieces",0.0626381
"Al Green","Billy Preston","Tired Of Being Alone","Will It Go Round In Circles",0.0616485
"Al Green","Lou Rawls","Look What You Done For Me","You'll Never Find Another Love Like Mine",0.0592446
"Al Green","Percy Sledge","I'm Still In Love With You","When A Man Loves A Woman",0.0567111
"Al Green","Candi Staton","Let's Stay Together","Young Hearts Run Free",0.0563585
"Al Green","Mary Wells","Let's Stay Together","You Beat Me To The Punch",0.0561316
"Al Green","Lauryn Hill","I'm Still In Love With You",Ex-Factor,0.0528844
"Al Green","Kool and The Gang","Look What You Done For Me","Too Hot",0.0498148
"Al Green","Lou Rawls","I'm Still In Love With You","You'll Never Find Another Love Like Mine",0.0477215
"Al Green","Billy Preston","Look What You Done For Me","Will It Go Round In Circles",0.0475051
"Al Green","Billy Preston","I'm Still In Love With You","Will It Go Round In Circles",0.0472923
"Al Green","Mary Wells","Tired Of Being Alone","You Beat Me To The Punch",0.0442938
"Al Green","Candi Staton","Tired Of Being Alone","Young Hearts Run Free",0.0432228
"Al Green","Billy Preston","Look What You Done For Me","Nothing From Nothing",0.0400856
"Al Green","Kool and The Gang","I'm Still In Love With You","Too Hot",0.0392419
"Al Green",Commodores,"I'm Still In Love With You","Three Times A Lady",0.0385913
"Al Green","Lauryn Hill","Look What You Done For Me",Ex-Factor,0.038557
"Al Green","Anita Baker","I'm Still In Love With You","Sweet Love",0.0377412
"Al Green","Mary Wells","Look What You Done For Me","My Guy",0.0327516
"Al Green","Billy Preston","I'm Still In Love With You","Nothing From Nothing",0.0296463
"Al Green","Mary Wells","I'm Still In Love With You","You Beat Me To The Punch",0.0237479
"Al Green","Candi Staton","Look What You Done For Me","Young Hearts Run Free",0.0236659
"Al Green","Rufus Thomas","I'm Still In Love With You","Walking The Dog",0.0233114
"Al Green","Mary Wells","Look What You Done For Me","You Beat Me To The Punch",0.0229405
